PK_PRODUCT_ID,REF_PRODUCT_ID,SOURCE_SYSTEM_CD,LMID_CD,GMID_CD,LMID_NM,GMID_NM,EAN_CD,INTERNATIONAL_TRADEMARK_CD,INTERNATIONAL_TRADEMARK_DESC,SMART_CD,SMART_DESC,MATERIAL_TYPE_CD,MATERIAL_TYPE_DESC,PRODUCT_HIERARCHY,GROUPE_ART_1,DISTRIB_CHANNEL,SALES_ORG,MAT_PRICE_GRP,MATERIAL_GROUP_CD,MATERIAL_GROUP_DESC,LOCAL_TRADE_CD,LOCAL_TRADE_DESC,ATTRIBUT_PROD_2,CONVERSION_UNIT_OF_MEASURE_NUM,UCD_CD,MDM_PRODUCT_ID
20201,P00201,SAP,LM1201,GM5201,Roche 1000mg,Roche,3400979866686,TM786,Roche Global,SM002,Antibiotics,MT02,Biotech Product,02-03-02-10,GA07,30,2000,PG02,MG03,OTC General,LT05,Specialty,Capsule,1O,UCD5201,MDM0201
20202,P00202,SAP,LM1202,GM5202,Pfizer 500mg,,3400982577432,TM690,Pfizer Global,SM005,Immunology,MT03,Raw Material,03-02-03-09,GA02,20,3000,PG07,MG05,Endocrinology,LT06,Respiratory Care,Injection,1,UCD5202,MDM0202
20203,P00203,SAP,LM1203,GM5203,Amgen 200mg,Amgen,3400999936945,TM094,Amgen Global,SM009,Dermatology,MT02,Biotech Product,01-03-05-05,GA06,20,2000,PG05,MG02,Anti-Infective,LT02,Hospital,Gel,1,UCD5203,MDM0203
20204,P00204,SAP,LM1204,GM5204,Bayer 1000mg,Bayer,3400964074298,TM201,Bayer Global,SM005,Immunology,MT02,Biotech Product,02-02-03-30,GA07,10,1000,PG05,MG02,Anti-Infective,LT02,Hospital,Injection,1,UCD5204,MDM0204
20205,P00205,SAP,LM1205,GM5205,Merck 10mg,Merck,34009818D8654,TM274,Merck Global,SM002,Antibiotics,MT03,Raw Material,02-02-03-30,GA05,10,3000,PG05,MG07,Allergy,LT06,Respiratory Care,Capsule,10,UCD5205,MDM0205
20206,P00206,SAP,LM1206,GM5206,Roche 10mg,Roche,3400914890165,TM995,Roche Global,SM002,Antibiotics,MT03,Raw Material,01-01-03-20,GA08,30,1000,PG03,MG03,OTC General,LT04,Cold Chain,Capsule,100,UCD5206,MDM0206
20207,P00207,SAP,LM1207,GM5207,Novartis 2mg,Novartis,3400920074559,TM485,Novartis Global,SM001,Analgesics,MT01,Finished Product,03-03-03-24,GA08,10,1000,PG07,MG07,Allergy,LT01,Pharmacy,Tablet,1,UCD5207,MDM0207
20208,P00208,SAP,LM1208,GM5208,Servier 200mg,,3400978288515,TM365,Servier Global,SM007,Respiratory,MT03,Raw Material,01-02-01-22,GA07,10,3000,PG04,MG02,Anti-Infective,LT03,OTC,Inhaler,1,UCD5208,MDM0208
20209,P00209,SAP,LM1209,GM5209,Bayer 25mg,Bayer,3A00974722536,TM568,Bayer Global,SM001,Analgesics,MT01,Finished Product,01-02-09-25,GA02,10,2000,PG01,MG04,Digestive Health,LT01,Pharmacy,Tablet,1,UCD5209,MDM0209
20210,P00210,SAP,LM1210,GM5210,GSK 25mg,GSK,3400981691674,TM195,GSK Global,SM002,Antibiotics,MT01,Finished Product,03-03-06-15,GA07,10,1000,PG04,MG03,OTC General,LT03,OTC,Capsule,10,UCD5210,MDM0210
20211,P00211,SAP,LM1211,GM5211,Merck 25mg,Merck,3400905617274,TM277,Merck Global,SM009,Dermatology,MT03,Raw Material,01-02-01-21,GA08,30,1000,PG03,MG07,Allergy,LT02,Hospital,Gel,1,UCD5211,MDM0211
20212,P00212,SAP,LM1212,GM5212,GSK 1000mg,GSK,3400948463236,TM454,GSK Global,SM005,Immunology,MT01,Finished Product,02-02-01-22,GA01,10,2000,PG01,MG07,Allergy,LT05,Specialty,Injection,1,UCD5212,MDM0212
20213,P00213,SAP,LM1213,GM5213,Servier 200mg,Servier,3400976205905,TM800,Servier Global,SM005,Immunology,MT01,Finished Product,03-02-01-XX,GA08,30,1000,PG03,MG01,Pain Relief,LT06,Respiratory Care,Injection,10,UCD5213,MDM0213
20214,P00214,SAP,LM1214,GM5214,AstraZeneca 2mg,AstraZeneca,3400967002337,TM149,AstraZeneca Global,SM005,Immunology,MT03,Raw Material,XX-02-05-04,GA07,30,1000,PG06,MG04,Digestive Health,LT01,Pharmacy,Injection,100,UCD5214,MDM0214
20215,P00215,SAP,LM1215,GM5215,Roche 25mg,Roche,3400936798582,TM951,Roche Global,SM009,Dermatology,MT03,Raw Material,02-01-06-30,GA05,20,3000,PG01,MG07,Allergy,LT02,Hospital,Gel,10,UCD5215,MDM0215
20216,P00216,SAP,LM1216,GM5216,Novartis 500mg,Novartis,3400972634323,TM751,Novartis Global,SM005,Immunology,MT03,Raw Material,02-02-03-25,GA08,20,3000,PG03,MG01,Pain Relief,LT03,OTC,Injection,1,UCD5216,MDM0216
20217,P00217,SAP,LM1217,GM5217,Ipsen 2mg,Ipsen,3400942945684,TM959,Ipsen Global,SM010,Pediatrics,MT01,Finished Product,01-01-07-20,GA06,10,3000,PG06,MG05,Endocrinology,LT02,Hospital,Syrup,1,UCD5217,MDM0217
20218,P00218,SAP,LM1218,GM5218,Sanofi 1000mg,Sanofi,3400948952712,TM724,Sanofi Global,SM009,Dermatology,MT02,Biotech Product,02-01-05-07,GA02,10,3000,PG07,MG03,OTC General,LT03,OTC,Gel,100,UCD5218,MDM0218
20219,P00219,SAP,LM1219,GM5219,Sanofi 500mg,Sanofi,3400919495341,TM927,Sanofi Global,SM002,Antibiotics,MT02,Biotech Product,03-02-05-15,GA03,10,3000,PG07,MG03,OTC General,LT04,Cold Chain,Capsule,10,UCD5219,MDM0219
20220,P00220,SAP,LM1220,GM5220,Pfizer 10mg,Pfizer,3400946409874,TM968,Pfizer Global,SM001,Analgesics,MT01,Finished Product,03-03-04-26,GA04,20,1000,PG04,MG04,Digestive Health,LT04,Cold Chain,Tablet,100,UCD5220,MDM0220
20221,P00221,SAP,LM1221,GM5221,AbbVie 1000mg,AbbVie,3400963870516,TM492,AbbVie Global,SM005,Immunology,MT02,Biotech Product,03-03-09-03,GA02,30,1000,PG06,MG01,Pain Relief,LT06,Respiratory Care,Injection,1,UCD5221,MDM0221
20222,P00222,SAP,LM1222,GM5222,AbbVie 10mg,AbbVie,3400926272342,TM484,AbbVie Global,SM009,Dermatology,MT03,Raw Material,02-02-07-04,GA01,10,2000,PG04,MG02,Anti-Infective,LT06,Respiratory Care,Gel,1,UCD5222,MDM0222
20223,P00223,SAP,LM1223,GM5223,,Roche,3400938670011,TM140,Roche Global,SM005,Immunology,MT02,Biotech Product,02-01-09-28,GA08,20,1000,PG04,MG03,OTC General,LT01,Pharmacy,Injection,10,UCD5223,MDM0223
20224,P00224,SAP,LM1224,GM5224,Merck 25mg,Merck,3400911534246,TM242,Merck Global,SM010,Pediatrics,MT01,Finished Product,01-01-07-XX,GA01,10,1000,PG03,MG01,Pain Relief,LT03,OTC,Syrup,1,UCD5224,MDM0224
20225,P00225,SAP,LM1225,GM5225,AbbVie 1000mg,AbbVie,3400945370342,TM030,AbbVie Global,SM007,Respiratory,MT02,Biotech Product,02-02-05-04,GA01,10,1000,PG03,MG05,Endocrinology,LT05,Specialty,Inhaler,10,UCD5225,MDM0225
20226,P00226,SAP,LM1226,GM5226,AstraZeneca 500mg,AstraZeneca,3400974513433,TM732,AstraZeneca Global,SM010,Pediatrics,MT02,Biotech Product,02-02-03-04,GA07,10,2000,PG02,MG06,Rheumatology,LT04,Cold Chain,Syrup,XX,UCD5226,MDM0226
20227,P00227,SAP,LM1227,GM5227,AbbVie 1000mg,AbbVie,3400919462121,TM530,AbbVie Global,SM005,Immunology,MT01,Finished Product,02-02-07-23,GA01,10,3000,PG07,MG07,Allergy,LT05,Specialty,Injection,10,UCD5227,MDM0227
20228,P00228,SAP,LM1228,GM5228,Pfizer 2mg,Pfizer,3400991892757,TM776,Pfizer Global,SM005,Immunology,MT02,Biotech Product,01-01-05-06,GA08,20,1000,PG01,MG05,Endocrinology,LT06,Respiratory Care,Injection,1,UCD5228,MDM0228
20229,P00229,SAP,LM1229,GM5229,Pfizer 2mg,Pfizer,3400928134026,TM363,Pfizer Global,SM007,Respiratory,MT02,Biotech Product,03-01-09-25,GA03,10,3000,PG01,MG01,Pain Relief,LT06,Respiratory Care,Inhaler,1,UCD5229,MDM0229
20230,P00230,SAP,LM1230,GM5230,Amgen 500mg,Amgen,3400938843697,TM132,Amgen Global,SM010,Pediatrics,MT03,Raw Material,01-03-09-13,GA05,10,1000,PG01,MG03,OTC General,LT02,Hospital,Syrup,10,UCD5230,MDM0230
20231,P00231,SAP,LM1231,GM5231,Roche 2mg,Roche,340099872705,TM557,Roche Global,SM010,Pediatrics,MT02,Biotech Product,01-02-04-16,GA05,10,1000,PG04,MG01,Pain Relief,LT04,Cold Chain,Syrup,10,UCD5231,MDM0231
20232,P00232,SAP,LM1232,GM5232,AstraZeneca 2mg,AstraZeneca,3400937654449,TM754,AstraZeneca Global,SM007,Respiratory,MT01,Finished Product,01-02-08-16,GA07,10,3000,PG06,MG01,Pain Relief,LT01,Pharmacy,Inhaler,1,UCD5232,MDM0232
20233,P00233,SAP,LM1233,GM5233,Novartis 200mg,Novartis,3400917172329,TM555,Novartis Global,SM010,Pediatrics,MT03,Raw Material,02-03-06-05,GA03,30,1000,PG04,MG04,Digestive Health,LT04,Cold Chain,Syrup,XX,UCD5233,MDM0233
20234,P00234,SAP,LM1234,GM5234,Pfizer 10mg,Pfizer,3400920132846,TM699,Pfizer Global,SM009,Dermatology,MT01,Finished Product,01-03-02-06,GA06,30,2000,PG02,MG07,Allergy,LT04,Cold Chain,Gel,1,UCD5234,MDM0234
20235,P00235,SAP,LM1235,GM5235,AbbVie 500mg,AbbVie,3400983311574,TM565,AbbVie Global,SM010,Pediatrics,MT01,Finished Product,01-01-03-08,GA02,30,2000,PG07,MG04,Digestive Health,LT01,Pharmacy,Syrup,10,UCD5235,MDM0235
20236,P00236,SAP,LM1236,GM5236,Servier 1000mg,Servier,3400979553487,TM850,Servier Global,SM005,Immunology,MT03,Raw Material,03-03-05-02,GA01,30,3000,PG03,MG07,Allergy,LT05,Specialty,Injection,1,UCD5236,MDM0236
20237,P00237,SAP,LM1237,GM5237,Amgen 2mg,Amgen,3400959679440,TM296,Amgen Global,SM002,Antibiotics,MT01,Finished Product,02-01-02-13,GA05,30,2000,PG06,MG07,Allergy,LT06,Respiratory Care,Capsule,1,UCD5237,MDM0237
20238,P00238,SAP,LM1238,GM5238,Merck 10mg,Merck,3400903133039,TM604,Merck Global,SM007,Respiratory,MT02,Biotech Product,03-02-02-23,GA06,10,3000,PG04,MG03,OTC General,LT01,Pharmacy,Inhaler,100,UCD5238,MDM0238
20239,P00239,SAP,LM1239,GM5239,Servier 25mg,Servier,3400909026193,TM126,Servier Global,SM002,Antibiotics,MT01,Finished Product,02-02-05-21,GA05,20,1000,PG04,MG04,Digestive Health,LT01,,Capsule,1,UCD5239,MDM0239
20240,P00240,SAP,LM1240,GM5240,Ipsen 2mg,Ipsen,3400900926856,TM234,Ipsen Global,SM005,Immunology,MT01,Finished Product,02-03-09-05,GA08,20,3000,PG01,MG07,Allergy,LT03,OTC,Injection,10,UCD5240,MDM0240
20241,P00241,SAP,LM1241,GM5241,Amgen 500mg,Amgen,3400900926856,TM450,Amgen Global,SM009,Dermatology,MT02,Biotech Product,03-02-04-26,GA06,10,3000,PG06,MG02,Anti-Infective,LT03,OTC,Gel,1,UCD5241,MDM0241
20242,P00242,SAP,LM1242,GM5242,AstraZeneca 2mg,AstraZeneca,3400991098957,TM697,AstraZeneca Global,SM010,Pediatrics,MT03,Raw Material,02-03-02-04,GA06,30,2000,PG06,MG04,Digestive Health,LT01,Pharmacy,Syrup,1,UCD5242,MDM0242
20243,P00243,SAP,LM1243,GM5243,Pfizer 1000mg,Pfizer,3400916270473,TM677,Pfizer Global,SM002,Antibiotics,MT03,Raw Material,02-02-06-10,GA02,20,3000,PG05,MG03,OTC General,LT01,Pharmacy,Capsule,1,UCD5243,MDM0243
20244,P00244,SAP,LM1244,GM5244,Bayer 500mg,Bayer,3400901766916,TM525,Bayer Global,SM009,Dermatology,MT01,Finished Product,XX-02-07-23,GA08,20,2000,PG05,MG04,Digestive Health,LT06,Respiratory Care,Gel,1,UCD5244,MDM0244
20245,P00245,SAP,LM1245,GM5245,AbbVie 2mg,AbbVie,3400911714897,TM447,AbbVie Global,SM009,Dermatology,MT02,Biotech Product,02-03-05-10,GA05,30,1000,PG03,MG06,Rheumatology,LT05,Specialty,Gel,10,UCD5245,MDM0245
20246,P00246,SAP,LM1246,GM5246,Ipsen 1000mg,Ipsen,340099628457,TM129,Ipsen Global,SM001,Analgesics,MT02,Biotech Product,03-02-05-01,GA08,10,3000,PG01,MG01,Pain Relief,LT01,Pharmacy,Tablet,1,UCD5246,MDM0246
20247,P00247,SAP,LM1247,GM5247,Sanofi 500mg,Sanofi,3400981606164,TM641,Sanofi Global,SM009,Dermatology,MT02,Biotech Product,01-03-07-23,GA05,20,2000,PG06,MG06,Rheumatology,LT01,Pharmacy,Gel,1,UCD5247,MDM0247
20248,P00248,SAP,LM1248,GM5248,Roche 500mg,Roche,3400964223542,TM063,Roche Global,SM002,Antibiotics,MT03,Raw Material,03-02-07-29,GA03,30,3000,PG04,MG02,Anti-Infective,LT01,Pharmacy,Capsule,100,UCD5248,MDM0248
20249,P00249,SAP,LM1249,GM5249,Servier 500mg,Servier,3400998900518,TM140,Servier Global,SM005,Immunology,MT01,Finished Product,02-03-07-26,GA06,20,1000,PG07,MG07,Allergy,LT04,Cold Chain,Injection,100,UCD5249,MDM0249
20250,P00250,SAP,LM1250,GM5250,Pfizer 2mg,Pfizer,3400911302597,TM053,Pfizer Global,SM001,Analgesics,MT03,Raw Material,01-01-03-11,GA04,20,3000,PG05,MG03,OTC General,LT01,Pharmacy,Tablet,1,UCD5250,MDM0250
20251,P00251,SAP,LM1251,GM5251,Merck 25mg,Merck,3400916677687,TM746,Merck Global,SM005,Immunology,MT01,Finished Product,03-01-02-03,GA08,30,3000,PG06,MG03,OTC General,,Specialty,Injection,10,UCD5251,MDM0251
20252,P00252,SAP,LM1252,GM5252,Servier 2mg,Servier,3400983358306,TM189,Servier Global,SM002,Antibiotics,MT02,Biotech Product,02-02-09-14,GA03,30,2000,PG02,MG03,OTC General,LT03,OTC,Capsule,10,UCD5252,MDM0252
20253,P00253,SAP,LM1253,GM5253,Roche 200mg,Roche,3400924392253,TM602,Roche Global,SM002,Antibiotics,MT03,Raw Material,03-03-09-14,GA02,10,1000,PG01,,Anti-Infective,LT06,Respiratory Care,Capsule,1,UCD5253,MDM0253
20254,P00254,SAP,LM1254,GM5254,AstraZeneca 1000mg,AstraZeneca,3400956596771,TM202,AstraZeneca Global,SM001,Analgesics,MT03,Raw Material,02-03-05-25,GA02,10,2000,PG01,MG07,Allergy,LT01,Pharmacy,Tablet,10,UCD5254,MDM0254
20255,P00255,SAP,LM1255,GM5255,Servier 200mg,Servier,3400930943825,TM283,Servier Global,SM005,Immunology,MT01,Finished Product,03-03-06-01,GA03,20,3000,PG06,MG02,Anti-Infective,LT03,OTC,Injection,10,UCD5255,MDM0255
20256,P00256,SAP,LM1256,GM5256,Johnson & Johnson 1000mg,Johnson & Johnson,3400920326773,TM245,Johnson & Johnson Global,SM010,Pediatrics,MT02,Biotech Product,02-03-09-29,GA04,20,1000,PG06,MG07,Allergy,LT01,Pharmacy,Syrup,1,UCD5256,MDM0256
20257,P00257,SAP,LM1257,GM5257,Novartis 25mg,Novartis,3400927223484,TM266,Novartis Global,SM005,Immunology,MT03,Raw Material,01-01-01-12,GA03,20,1000,PG04,MG06,Rheumatology,,OTC,Injection,1,UCD5257,MDM0257
20258,P00258,SAP,LM1258,GM5258,,Merck,3400947634392,TM609,Merck Global,SM005,Immunology,MT02,Biotech Product,01-03-01-23,GA03,30,3000,PG01,MG04,Digestive Health,LT03,OTC,Injection,1,UCD5258,MDM0258
20259,P00259,SAP,LM1259,GM5259,AstraZeneca 25mg,AstraZeneca,3400901016497,TM869,AstraZeneca Global,SM009,Dermatology,MT03,Raw Material,02-01-04-09,GA06,20,1000,PG04,MG06,Rheumatology,LT03,OTC,Gel,1,UCD5259,MDM0259
20260,P00260,SAP,LM1260,GM5260,Johnson & Johnson 10mg,Johnson & Johnson,3400922557456,TM966,Johnson & Johnson Global,SM002,Antibiotics,MT02,Biotech Product,01-01-03-06,GA02,10,2000,PG07,MG07,Allergy,LT06,Respiratory Care,Capsule,0,UCD5260,MDM0260
20261,P00261,SAP,LM1261,GM5261,Amgen 2mg,Amgen,340C976704392,TM463,Amgen Global,SM007,Respiratory,MT01,Finished Product,01-01-05-23,GA08,30,1000,PG07,MG06,Rheumatology,LT01,Pharmacy,Inhaler,10,UCD5261,MDM0261
20262,P00262,SAP,LM1262,GM5262,Pfizer 200mg,Pfizer,3400917786724,TM635,Pfizer Global,SM005,Immunology,MT02,Biotech Product,01-01-02-07,GA05,20,1000,PG06,MG02,Anti-Infective,LT04,Cold Chain,Injection,1,UCD5262,MDM0262
20263,P00263,SAP,LM1263,GM5263,Bayer 25mg,Bayer,3400984560841,TM801,Bayer Global,SM001,Analgesics,MT03,Raw Material,01-02-08-10,GA06,30,2000,PG01,MG04,Digestive Health,LT01,Pharmacy,Tablet,1,UCD5263,MDM0263
20264,P00264,SAP,LM1264,GM5264,Merck 10mg,Merck,3400989547133,TM202,Merck Global,SM001,Analgesics,MT03,Raw Material,02-03-02-24,GA04,30,3000,PG06,MG02,Anti-Infective,LT04,Cold Chain,Tablet,1,UCD5264,MDM0264
20265,P00265,SAP,LM1265,GM5265,Novartis 10mg,Novartis,3400979356129,TM396,Novartis Global,SM007,Respiratory,MT01,Finished Product,03-01-01-20,GA07,10,2000,PG02,MG04,Digestive Health,LT06,Respiratory Care,Inhaler,10,UCD5265,MDM0265
20266,P00266,SAP,LM1266,GM5266,Sanofi 2mg,Sanofi,3400954509548,TM948,Sanofi Global,SM001,Analgesics,MT03,Raw Material,03-03-06-24,GA07,10,2000,PG01,MG03,OTC General,LT03,OTC,Tablet,100,UCD5266,MDM0266
20267,P00267,SAP,LM1267,GM5267,GSK 1000mg,GSK,3400956992197,TM371,GSK Global,SM010,Pediatrics,MT01,Finished Product,03-03-07-28,GA06,10,2000,PG05,MG03,OTC General,LT06,Respiratory Care,Syrup,1,UCD5267,MDM0267
20268,P00268,SAP,LM1268,GM5268,Sanofi 25mg,Sanofi,3400905313895,TM717,Sanofi Global,SM001,Analgesics,MT02,Biotech Product,03-01-06-25,GA02,30,1000,PG07,MG03,OTC General,LT05,Specialty,Tablet,10,UCD5268,MDM0268
20269,P00269,SAP,LM1269,GM5269,Ipsen 200mg,Ipsen,3400978224223,TM628,Ipsen Global,SM009,Dermatology,MT03,Raw Material,03-01-05-16,GA03,10,1000,PG06,MG02,Anti-Infective,LT04,,Gel,1,UCD5269,MDM0269
20270,P00270,SAP,LM1270,GM5270,Johnson & Johnson 1000mg,Johnson & Johnson,3400966742540,TM700,Johnson & Johnson Global,SM007,Respiratory,MT03,Raw Material,02-01-05-24,GA07,10,2000,PG01,MG01,Pain Relief,LT05,Specialty,Inhaler,100,UCD5270,MDM0270
20271,P00271,SAP,LM1271,GM5271,AstraZeneca 200mg,AstraZeneca,3400950146899,TM090,AstraZeneca Global,SM007,Respiratory,MT03,Raw Material,02-01-03-28,GA02,10,2000,PG04,MG06,Rheumatology,LT04,Cold Chain,Inhaler,1,UCD5271,MDM0271
20272,P00272,SAP,LM1272,GM5272,GSK 10mg,GSK,3400935987389,TM264,GSK Global,SM001,Analgesics,MT03,Raw Material,03-02-01-20,GA02,20,2000,PG03,MG06,Rheumatology,LT06,Respiratory Care,Tablet,1,UCD5272,MDM0272
20273,P00273,SAP,LM1273,GM5273,Merck 500mg,Merck,3400900517199,TM289,Merck Global,SM001,Analgesics,MT01,Finished Product,02-01-07-19,GA04,10,3000,PG01,MG01,Pain Relief,LT02,Hospital,Tablet,1,UCD5273,MDM0273
20274,P00274,SAP,LM1274,GM5274,AbbVie 10mg,AbbVie,3400956757196,TM937,AbbVie Global,SM005,Immunology,MT02,Biotech Product,01-02-08-30,GA03,10,1000,PG01,MG03,OTC General,LT02,Hospital,Injection,100,UCD5274,MDM0274
20275,P00275,SAP,LM1275,GM5275,Sanofi 500mg,Sanofi,3400980629348,TM238,Sanofi Global,SM009,Dermatology,MT01,Finished Product,02-01-02-27,GA04,30,3000,PG06,MG02,Anti-Infective,LT03,OTC,Gel,1,UCD5275,MDM0275
20276,P00276,SAP,LM1276,GM5276,Amgen 10mg,Amgen,3400939842934,TM116,Amgen Global,SM010,Pediatrics,MT02,Biotech Product,03-02-07-15,GA06,30,1000,PG03,MG05,Endocrinology,LT04,,Syrup,1,UCD5276,MDM0276
20277,P00277,SAP,LM1277,GM5277,Pfizer 500mg,Pfizer,3400983864971,TM326,Pfizer Global,SM001,Analgesics,MT02,Biotech Product,01-02-06-26,GA02,20,3000,PG07,MG03,OTC General,LT05,Specialty,Tablet,1,UCD5277,MDM0277
20278,P00278,SAP,LM1278,GM5278,GSK 10mg,GSK,3400941996353,TM675,GSK Global,SM002,Antibiotics,MT02,Biotech Product,01-01-04-24,GA04,10,1000,PG02,MG07,Allergy,LT03,OTC,Capsule,1,UCD5278,MDM0278
20279,P00279,SAP,LM1279,GM5279,Roche 25mg,Roche,3400908480231,TM765,Roche Global,SM002,Antibiotics,MT01,Finished Product,03-03-09-21,GA02,20,1000,PG03,MG04,Digestive Health,LT02,Hospital,Capsule,1,UCD5279,MDM0279
20280,P00280,SAP,LM1280,GM5280,Pfizer 2mg,Pfizer,3400967840809,TM241,Pfizer Global,SM001,Analgesics,MT03,Raw Material,01-01-09-08,GA03,20,3000,PG03,MG04,Digestive Health,LT03,OTC,Tablet,1,UCD5280,MDM0280
20281,P00281,SAP,LM1281,GM5281,AstraZeneca 1000mg,AstraZeneca,3400965804997,TM833,AstraZeneca Global,SM007,Respiratory,MT01,Finished Product,03-02-04-08,GA07,20,1000,PG01,MG01,Pain Relief,LT06,Respiratory Care,Inhaler,10,UCD5281,MDM0281
20282,P00282,SAP,LM1282,GM5282,Bayer 25mg,Bayer,3400929710993,TM535,Bayer Global,SM009,Dermatology,MT02,Biotech Product,01-01-06-28,GA02,30,1000,PG06,MG05,Endocrinology,LT02,Hospital,Gel,10,UCD5282,MDM0282
20283,P00283,SAP,LM1283,GM5283,,GSK,3400920194024,TM713,GSK Global,SM001,Analgesics,MT01,Finished Product,01-03-07-27,GA04,30,2000,PG03,MG07,Allergy,LT01,Pharmacy,Tablet,1,UCD5283,MDM0283
20284,P00284,SAP,LM1284,GM5284,AstraZeneca 2mg,AstraZeneca,3400968619769,TM015,AstraZeneca Global,SM002,Antibiotics,MT01,Finished Product,01-03-07-15,GA04,10,3000,PG07,MG03,OTC General,LT05,Specialty,Capsule,100,UCD5284,MDM0284
20285,P00285,SAP,LM1285,GM5285,Novartis 1000mg,Novartis,3400946045140,TM969,Novartis Global,SM007,Respiratory,MT03,Raw Material,02-02-04-06,GA01,20,1000,PG05,MG01,Pain Relief,LT06,Respiratory Care,Inhaler,1,UCD5285,MDM0285
20286,P00286,SAP,LM1286,GM5286,Sanofi 1000mg,Sanofi,3400943063013,TM964,Sanofi Global,SM005,Immunology,MT01,Finished Product,01-02-05-08,GA06,20,2000,PG01,MG04,Digestive Health,LT04,Cold Chain,Injection,1O,UCD5286,MDM0286
20287,P00287,SAP,LM1287,GM5287,Amgen 2mg,Amgen,3A00907686137,TM075,Amgen Global,SM009,Dermatology,MT02,Biotech Product,03-01-04-12,GA02,20,2000,PG04,MG07,Allergy,LT05,Specialty,Gel,100,UCD5287,MDM0287
20288,P00288,SAP,LM1288,GM5288,AstraZeneca 10mg,AstraZeneca,3400924798196,TM238,AstraZeneca Global,SM010,Pediatrics,MT01,Finished Product,01-02-07-10,GA02,20,1000,PG06,MG05,Endocrinology,LT02,Hospital,Syrup,1,UCD5288,MDM0288
20289,P00289,SAP,LM1289,GM5289,Novartis 25mg,Novartis,340099749493,TM677,Novartis Global,SM005,Immunology,MT03,Raw Material,02-01-04-16,GA04,30,3000,PG01,MG03,OTC General,LT05,Specialty,Injection,100,UCD5289,MDM0289
20290,P00290,SAP,LM1290,GM5290,Pfizer 2mg,Pfizer,3400979834782,TM857,Pfizer Global,SM009,Dermatology,MT02,Biotech Product,02-03-01-16,GA01,20,3000,PG04,MG03,OTC General,LT01,Pharmacy,Gel,100,UCD5290,MDM0290
20291,P00291,SAP,LM1291,GM5291,Roche 200mg,Roche,3400956796683,TM425,Roche Global,SM005,Immunology,MT01,Finished Product,03-02-03-25,GA08,20,3000,PG03,MG07,Allergy,LT01,Pharmacy,Injection,1,UCD5291,MDM0291
20292,P00292,SAP,LM1292,GM5292,Servier 10mg,Servier,3400938099364,TM016,Servier Global,SM010,Pediatrics,MT01,Finished Product,03-02-03-29,GA06,30,2000,PG07,MG05,Endocrinology,LT03,OTC,Syrup,1,UCD5292,MDM0292
20293,P00293,SAP,LM1293,GM5293,Pfizer 200mg,Pfizer,3400971452106,TM708,Pfizer Global,SM002,Antibiotics,MT01,Finished Product,03-02-06-12,GA03,30,1000,PG07,MG07,Allergy,LT02,Hospital,Capsule,1,UCD5293,MDM0293
20294,P00294,SAP,LM1294,GM5294,Bayer 1000mg,Bayer,3400929150216,TM497,Bayer Global,SM010,Pediatrics,MT02,Biotech Product,01-01-08-07,GA06,20,2000,PG07,MG01,Pain Relief,LT03,OTC,Syrup,10,UCD5294,MDM0294
20295,P00295,SAP,LM1295,GM5295,Johnson & Johnson 500mg,Johnson & Johnson,3400925322695,TM013,Johnson & Johnson Global,SM007,Respiratory,MT01,Finished Product,01-01-09-16,GA05,20,1000,PG01,MG05,Endocrinology,LT04,Cold Chain,Inhaler,100,UCD5295,MDM0295
20296,P00296,SAP,LM1296,GM5296,Roche 10mg,Roche,3400907840117,TM009,Roche Global,SM001,Analgesics,MT02,Biotech Product,03-02-02-21,GA02,10,2000,PG07,MG02,Anti-Infective,LT05,Specialty,Tablet,100,UCD5296,MDM0296
20297,P00297,SAP,LM1297,GM5297,Pfizer 200mg,Pfizer,34009976627B5,TM975,Pfizer Global,SM007,Respiratory,MT02,Biotech Product,03-01-09-25,GA04,20,1000,PG06,MG02,Anti-Infective,LT03,OTC,Inhaler,1,UCD5297,MDM0297
20298,P00298,SAP,LM1298,GM5298,GSK 25mg,GSK,3400990230594,TM364,GSK Global,SM007,Respiratory,MT01,Finished Product,02-01-09-30,GA06,30,3000,PG03,MG03,OTC General,LT05,Specialty,Inhaler,10,UCD5298,MDM0298
20299,P00299,SAP,LM1299,GM5299,Bayer 500mg,Bayer,3400927908686,TM274,Bayer Global,SM009,Dermatology,MT01,Finished Product,02-01-06-12,GA06,10,3000,PG04,MG07,Allergy,LT05,Specialty,Gel,1,UCD5299,MDM0299
20300,P00300,SAP,LM1300,GM5300,Johnson & Johnson 25mg,Johnson & Johnson,3400907640328,TM552,Johnson & Johnson Global,SM001,Analgesics,MT02,Biotech Product,01-03-05-22,GA07,10,2000,PG05,MG02,Anti-Infective,LT05,Specialty,Tablet,0,UCD5300,MDM0300
20301,P00301,SAP,LM1301,GM5301,Johnson & Johnson 500mg,Johnson & Johnson,3400930280054,TM407,Johnson & Johnson Global,SM007,Respiratory,MT03,Raw Material,02-03-06-27,GA07,10,1000,PG05,MG04,Digestive Health,LT03,OTC,Inhaler,100,UCD5301,MDM0301
